chr1	101342023	101342029	.	0	.
chr1	101733065	101733071	.	0	.
chr1	101780903	101780909	.	0	.
chr1	102449329	102449335	.	0	.
chr1	102776160	102776166	.	0	.
chr1	103064525	103064531	.	0	.
chr1	103266119	103266125	.	0	.
chr1	103988881	103988887	.	0	.
chr1	104588741	104588747	.	0	.
chr1	104976834	104976840	.	0	.
chr1	104976965	104976971	.	0	.
chr1	104995970	104995976	.	0	.
chr1	105926408	105926414	.	0	.
chr1	10689915	10689921	.	0	.
chr1	107353518	107353524	.	0	.
chr1	107357476	107357482	.	0	.
chr1	107940845	107940851	.	0	.
chr1	107940881	107940887	.	0	.
chr1	108108566	108108572	.	0	.
chr1	108413608	108413614	.	0	.
chr1	108863429	108863435	.	0	.
chr1	108863488	108863494	.	0	.
chr1	108887288	108887294	.	0	.
chr1	108887374	108887380	.	0	.
chr1	109565350	109565356	.	0	.
chr1	109911129	109911135	.	0	.
chr1	109911149	109911155	.	0	.
chr1	110442264	110442270	.	0	.
chr1	110801849	110801855	.	0	.
chr1	110901071	110901077	.	0	.
chr1	111141101	111141107	.	0	.
chr1	111303193	111303199	.	0	.
chr1	111629715	111629721	.	0	.
chr1	111629717	111629723	.	0	.
chr1	111806141	111806147	.	0	.
chr1	111928467	111928473	.	0	.
chr1	112324701	112324707	.	0	.
chr1	112324703	112324709	.	0	.
chr1	112393933	112393939	.	0	.
chr1	112393935	112393941	.	0	.
chr1	113297833	113297839	.	0	.
chr1	113809133	113809139	.	0	.
chr1	113905367	113905373	.	0	.
chr1	114019746	114019752	.	0	.
chr1	115216177	115216183	.	0	.
chr1	115294126	115294132	.	0	.
chr1	116638335	116638341	.	0	.
chr1	116672501	116672507	.	0	.
chr1	116672598	116672604	.	0	.
chr1	116791369	116791375	.	0	.
chr1	116856191	116856197	.	0	.
chr1	117146484	117146490	.	0	.
chr1	118249031	118249037	.	0	.
chr1	118345664	118345670	.	0	.
chr1	118345832	118345838	.	0	.
chr1	11837744	11837750	.	0	.
chr1	11837753	11837759	.	0	.
chr1	11850984	11850990	.	0	.
chr1	119071540	119071546	.	0	.
chr1	119071660	119071666	.	0	.
chr1	119071662	119071668	.	0	.
chr1	119283316	119283322	.	0	.
chr1	119597361	119597367	.	0	.
chr1	120234183	120234189	.	0	.
chr1	120631805	120631811	.	0	.
chr1	1207981	1207987	.	0	.
chr1	1207981	1207987	.	0	.
chr1	12106084	12106090	.	0	.
chr1	12826983	12826989	.	0	.
chr1	1296789	1296795	.	0	.
chr1	14005248	14005254	.	0	.
chr1	14256119	14256125	.	0	.
chr1	143273737	143273743	.	0	.
chr1	143273764	143273770	.	0	.
chr1	14417474	14417480	.	0	.
chr1	144560246	144560252	.	0	.
chr1	145627476	145627482	.	0	.
chr1	145757828	145757834	.	0	.
chr1	145820157	145820163	.	0	.
chr1	145987254	145987260	.	0	.
chr1	145987353	145987359	.	0	.
chr1	146216637	146216643	.	0	.
chr1	147182376	147182382	.	0	.
chr1	147577514	147577520	.	0	.
chr1	147577514	147577520	.	0	.
chr1	147584641	147584647	.	0	.
chr1	147674357	147674363	.	0	.
chr1	147674436	147674442	.	0	.
chr1	147868442	147868448	.	0	.
chr1	148245564	148245570	.	0	.
chr1	148245566	148245572	.	0	.
chr1	150329802	150329808	.	0	.
chr1	150329808	150329814	.	0	.
chr1	150417744	150417750	.	0	.
chr1	151202813	151202819	.	0	.
chr1	151771133	151771139	.	0	.
chr1	152701385	152701391	.	0	.
chr1	152765516	152765522	.	0	.
chr1	153760788	153760794	.	0	.
chr1	154627278	154627284	.	0	.
chr1	154859484	154859490	.	0	.
chr1	154859486	154859492	.	0	.
chr1	155702905	155702911	.	0	.
chr1	155919238	155919244	.	0	.
chr1	156062980	156062986	.	0	.
chr1	156838019	156838025	.	0	.
chr1	156886723	156886729	.	0	.
chr1	156929486	156929492	.	0	.
chr1	156929488	156929494	.	0	.
chr1	157343532	157343538	.	0	.
chr1	157584888	157584894	.	0	.
chr1	157704895	157704901	.	0	.
chr1	158397878	158397884	.	0	.
chr1	158637520	158637526	.	0	.
chr1	159234724	159234730	.	0	.
chr1	159234760	159234766	.	0	.
chr1	159234890	159234896	.	0	.
chr1	160108443	160108449	.	0	.
chr1	160404802	160404808	.	0	.
chr1	160484355	160484361	.	0	.
chr1	160887833	160887839	.	0	.
chr1	161103880	161103886	.	0	.
chr1	16155276	16155282	.	0	.
chr1	161690001	161690007	.	0	.
chr1	161690037	161690043	.	0	.
chr1	161947057	161947063	.	0	.
chr1	161972185	161972191	.	0	.
chr1	163926090	163926096	.	0	.
chr1	164031139	164031145	.	0	.
chr1	164318060	164318066	.	0	.
chr1	164659671	164659677	.	0	.
chr1	1648292	1648298	.	0	.
chr1	164900921	164900927	.	0	.
chr1	165137186	165137192	.	0	.
chr1	165278867	165278873	.	0	.
chr1	165421711	165421717	.	0	.
chr1	166187668	166187674	.	0	.
